year,month,BNFCode,BNFName,TotalItems,TotalCost
2011,2011-02-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,4,847.5
2012,2012-12-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,70433,131029.86000000003
2017,2017-01-01,0208020AABBACAC,Lixiana_Tab 60mg,18,815.8306699999999
2012,2012-05-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,2,116.38
2014,2014-09-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,46540,2395246.1500000004
2013,2013-11-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,397297,720049.2200000002
2015,2015-09-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,77,78414.84999999998
2011,2011-09-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1225,5785.210000000001
2014,2014-06-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,20,1316.9900000000002
2011,2011-11-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,63,5409.560000000001
2015,2015-04-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,172,152.84000000000003
2015,2015-04-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,2759,141058.02000000014
2014,2014-05-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,12,1215.48
2017,2017-04-01,0208020V0BBACAD,Marevan_Tab 5mg,23,16.35923
2018,2018-10-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,154360,6242986.186210018
2011,2011-03-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,796,557.58
2011,2011-04-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,4,2105.5299999999997
2013,2013-04-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,71714,135278.25000000015
2018,2018-12-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,54407,93366.30938000006
2016,2016-09-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg                   ,281,11626.28
2017,2017-08-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,285215,294519.29226999974
2012,2012-11-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,169.21
2018,2018-02-01,0208020AAAAACAC,Edoxaban_Tab 60mg,9775,461579.4848800025
2018,2018-01-01,0208020V0BBABAB,Marevan_Tab 3mg,32,19.852719999999998
2011,2011-05-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,122,9474.469999999996
2013,2013-04-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,30,2885.0299999999997
2013,2013-05-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,5,1512.61
2014,2014-04-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,402520,693304.9199999993
2012,2012-10-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,316281,370453.5000000002
2012,2012-01-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,13,1012.7299999999999
2010,2010-10-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,2,204.85
2012,2012-01-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,28,1769.6499999999999
2017,2017-10-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,17719,902044.1978100033
2018,2018-06-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg,93818,57550.1193999997
2012,2012-08-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,191,17586.620000000014
2014,2014-11-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,505,26624.700000000026
2014,2014-05-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,210.31
2015,2015-01-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,80,30615.28999999999
2014,2014-04-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,3099,142698.5299999999
2017,2017-04-01,0208020N0AAACAC,Phenindione_Tab 50mg,1,342.90903
2017,2017-01-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg,3680,157453.03378
2014,2014-03-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,397309,734525.8999999996
2011,2011-12-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,213,14641.040000000008
2011,2011-11-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,122.08
2012,2012-09-01,0208020V0AAARAR,Warfarin Sod_Liq Spec 1.5mg/5ml         ,1,117.24
2015,2015-08-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,37,1985.9100000000005
2014,2014-04-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,155,115.0
2018,2018-12-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,5,544.9044200000001
2016,2016-12-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,1,1653.9
2016,2016-12-01,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,1597,81888.30999999992
2012,2012-07-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,21,899.02
2016,2016-09-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,45,85647.28
2010,2010-08-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,996,585.8300000000004
2015,2015-09-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,37,34494.27999999999
2012,2012-05-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,313456,445429.96
2014,2014-02-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,10625,555301.5699999997
2011,2011-02-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,9,1029.85
2017,2017-04-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,4,186.64396
2018,2018-08-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,5,111.52216
2015,2015-12-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,442759,899804.0300000001
2018,2018-03-01,0208020AABBACAC,Lixiana_Tab 60mg,96,4652.017680000001
2014,2014-11-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,13841,719070.2199999999
2017,2017-09-01,0208020AABBACAC,Lixiana_Tab 60mg,46,2134.11552
2013,2013-06-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,9,511.41
2018,2018-03-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,62,2804.59485
2015,2015-09-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1489,7489.16
2010,2010-10-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,99321,155144.39999999994
2019,2019-01-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,6,745.98959
2016,2016-03-01,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,10,416.92
2013,2013-03-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,6441,330812.72
2012,2012-08-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,189,8775.490000000005
2010,2010-09-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,24,1699.3600000000001
2012,2012-12-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1775,9006.839999999998
2013,2013-04-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,9,484.78
2012,2012-10-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,3,142.39
2017,2017-05-01,0208020N0AAACAC,Phenindione_Tab 50mg,1,343.35357
2018,2018-07-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,5,350.18657999999994
2017,2017-09-01,0208020N0AAABAB,Phenindione_Tab 25mg,35,70578.48559
2018,2018-06-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg,235512,11451560.629530016
2016,2016-07-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,42,32.870000000000005
2012,2012-02-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,575,31882.64999999998
2018,2018-01-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,47,2309.2755199999997
2017,2017-03-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,2,3310.8876
2018,2018-02-01,0208020Z0BBABAB,Eliquis_Tab 5mg,466,21632.17397000001
2014,2014-09-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,103,5588.739999999999
2018,2018-02-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,6,934.50433
2017,2017-11-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,20564,877239.9429299964
2013,2013-02-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,455,23276.419999999976
2015,2015-04-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,79654,165138.22999999998
2011,2011-06-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,12,1393.46
2017,2017-07-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,281196,316979.98340999987
2011,2011-10-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,1179,765.56
2012,2012-11-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,193,20610.390000000032
2011,2011-08-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1296,6864.9500000000035
2011,2011-06-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,701,485.5799999999999
2015,2015-07-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,31,1379.2800000000002
2011,2011-06-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,4,1303.46
2014,2014-07-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,266,14987.889999999998
2014,2014-11-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1517,8088.940000000006
2010,2010-10-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,33,2585.95
2013,2013-09-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,107,5309.040000000001
2012,2012-10-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,6,461.01
2016,2016-10-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,547,22440.339999999986
2018,2018-06-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,79544,3018518.978490023
2015,2015-08-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,24122,1109067.2299999995
2011,2011-11-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,1,94.86
2013,2013-05-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,20,2943.3300000000004
2018,2018-07-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,2,3314.58704
2012,2012-02-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,570,71382.38999999996
2013,2013-01-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,36,1562.05
2018,2018-02-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1038,5400.828189999992
2012,2012-08-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1506,7152.989999999994
2015,2015-07-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,13647,888266.4700000002
2018,2018-06-01,0208020Y0BBABAB,Xarelto_Tab 15mg,152,5399.977739999998
2018,2018-08-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg,250551,12235028.383919995
2016,2016-08-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,15360,781896.0399999996
2015,2015-03-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,76949,4009735.46
2011,2011-09-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,59,6964.500000000003
2012,2012-03-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,1030,747.7600000000001
2016,2016-01-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,103,4539.04
2015,2015-01-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,11513,746166.7000000008
2012,2012-07-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,199,18572.280000000017
2017,2017-09-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,10,140.95902
2017,2017-07-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,66045,122052.82313999993
2016,2016-02-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,528,21342.640000000003
2011,2011-08-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,409,32365.589999999982
2018,2018-10-01,0208020H0BBAAAA,Sinthrome_Tab 1mg,960,4829.932520000006
2016,2016-09-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,44,36.760000000000005
2015,2015-03-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,65,39.98
2011,2011-05-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,56207,120459.64999999989
2014,2014-08-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,96,37513.55000000001
2015,2015-04-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,288,16090.77000000001
2012,2012-04-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1183,5742.940000000001
2016,2016-02-01,0208020AABBACAC,Lixiana_Tab 60mg                        ,1,54.43
2015,2015-03-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,19,1075.8200000000002
2018,2018-02-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,53,2061.1024700000003
2014,2014-08-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,13515,566728.5599999999
2015,2015-01-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,9,382.43999999999994
2018,2018-02-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,245,9700.982820000001
2017,2017-05-01,0208020X0BBABAB,Pradaxa_Cap 110mg,394,16296.69689
2014,2014-10-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,21,1109.38
2017,2017-04-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,229,9784.901479999999
2017,2017-05-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,296,12131.062390000003
2017,2017-10-01,0208020V0BBACAD,Marevan_Tab 5mg,17,14.555710000000001
2018,2018-08-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,249872,225086.27016999986
2013,2013-06-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,27,1437.4900000000002
2012,2012-06-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,555,353.68000000000023
2015,2015-07-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,450,23764.329999999987
2014,2014-09-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,6936,314960.17999999976
2017,2017-07-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,100996,4060413.3232199987
2016,2016-10-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,72606,143252.00999999966
2018,2018-06-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,313,34405.29355999998
2012,2012-06-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,289195,409134.03
2018,2018-08-01,0208020H0BBAAAA,Sinthrome_Tab 1mg,964,4817.627699999999
2018,2018-07-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,18584,954182.3905399991
2015,2015-02-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,1,95.91
2017,2017-06-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1335,6660.670899999986
2013,2013-07-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,4173,175500.92
2013,2013-10-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,10243,535783.8499999997
2011,2011-04-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,400,32388.510000000002
2012,2012-03-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,143,6111.43
2017,2017-09-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,24,1151.3278699999998
2018,2018-02-01,0208020V0BBACAD,Marevan_Tab 5mg,16,14.113879999999998
2010,2010-10-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,3472,2504.9900000000002
2012,2012-10-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,571,23393.81
2016,2016-12-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,35,71906.90999999999
2011,2011-11-01,0208020V0BDAAAC,Coumadin_Tab 4mg                        ,1,41.83
2017,2017-03-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg,3817,163824.73429000017
2011,2011-07-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,152,12616.139999999994
2016,2016-05-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,87,85.28000000000002
2015,2015-01-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,105,78.71000000000004
2014,2014-08-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,196,13044.479999999985
2018,2018-05-01,0208020N0AAABAB,Phenindione_Tab 25mg,39,54585.966680000005
2015,2015-06-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,91,4482.920000000002
2017,2017-02-01,0208020V0BBAFAS,Marevan_Tab 500mcg,2,3.24672
2018,2018-06-01,0208020V0BBABAB,Marevan_Tab 3mg,23,14.859189999999998
2013,2013-09-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,141,9524.490000000003
2013,2013-01-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,123807,153706.25000000003
2017,2017-02-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,323193,476219.48841999995
2017,2017-12-01,0208020V0BBAAAA,Marevan_Tab 1mg,41,42.047309999999996
2018,2018-01-01,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),32,2697.8891599999997
2011,2011-03-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,280737,442064.4900000001
2016,2016-02-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,113,4687.68
2011,2011-01-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,2482,1837.6000000000006
2012,2012-12-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,215,22166.510000000013
2016,2016-04-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,17,8.27
2016,2016-08-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,63280,2541309.669999999
2017,2017-02-01,0208020Y0BBACAC,Xarelto_Tab 20mg,591,27371.036239999994
2018,2018-07-01,0208020Z0BBABAB,Eliquis_Tab 5mg,536,24741.326039999993
2017,2017-11-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,116189,4670793.616069987
2018,2018-03-01,0208020N0AAABAB,Phenindione_Tab 25mg,38,61905.00408
2017,2017-04-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,367,16447.490750000004
2013,2013-03-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,121133,150378.70000000007
2014,2014-01-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,10,620.6499999999999
2011,2011-07-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,1419,1097.4700000000007
2014,2014-05-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,211,133.5
2019,2019-01-01,0208020Y0BBABAB,Xarelto_Tab 15mg,132,4787.48422
2012,2012-01-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,92,9953.649999999998
2018,2018-11-01,0208020AABBACAC,Lixiana_Tab 60mg,124,5900.0900200000015
2016,2016-04-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,228,9448.76
2017,2017-02-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,13,498.24341999999996
2016,2016-03-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,1440.75
2016,2016-09-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,298,33290.969999999994
2013,2013-06-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,3,170.16
2017,2017-10-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg,4118,182078.34797999976
2018,2018-07-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg,241544,11766064.037909959
2012,2012-11-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,4308,219333.00999999983
2018,2018-02-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,16608,851597.7667499946
2018,2018-06-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,135600,5480217.687660013
2018,2018-01-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,285,31072.618130000024
2012,2012-04-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,564,38412.09000000001
2015,2015-07-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,17496,921150.7699999999
2012,2012-07-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,186,9886.350000000004
2011,2011-05-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1265,6623.099999999999
2018,2018-03-01,0208020Z0BBABAB,Eliquis_Tab 5mg,544,25444.77501000001
2010,2010-08-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,12,3357.9800000000005
2014,2014-11-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,10367,670569.93
2015,2015-06-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,412604,884933.9400000001
2014,2014-04-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,2,410.77
2014,2014-06-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,47,1995.4899999999998
2015,2015-05-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,130,6359.199999999999
2011,2011-08-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,2,190.99
2015,2015-12-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,133725,7219641.030000009
2013,2013-09-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,39,1616.5499999999997
2011,2011-11-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,1177,761.9300000000002
2018,2018-05-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,302009,211388.73352000045
2012,2012-05-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,67,7319.4599999999955
2018,2018-01-01,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),12,1226.1621899999998
2018,2018-06-01,0208020N0AAAAAA,Phenindione_Tab 10mg,26,60063.477549999996
2015,2015-11-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,172,8364.249999999998
2010,2010-11-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,3747,2789.2
2019,2019-01-01,0208020Z0AAABAB,Apixaban_Tab 5mg,291106,14041698.026070047
2015,2015-10-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,556,28712.649999999994
2016,2016-10-01,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,677,29134.099999999977
2016,2016-06-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,5,877.6800000000001
2017,2017-02-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,13,2016.83447
2014,2014-02-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,12,1142.22
2012,2012-11-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,6,352.40000000000003
2010,2010-10-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,76,16817.269999999997
2014,2014-09-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,154,97.36999999999999
2016,2016-02-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg                   ,190,6758.2699999999995
